akz aor 5A:[Akzizwa AkzizAtAm Akzizata AkzizWAH AkzizATAm AkziDvam Akzizi Akzizvahi Akzizmahi]
kf aor 5P:[akArIt akArizwAm akArizuH akArIH akArizwam akArizwa akArizam akArizva akArizma]
kft aor 5A:[nil nil nil nil nil nil nil nil nil]
kft aor 5P:[akartIt akartizwAm akartizuH akartIH akartizwam akartizwa akartizam akartizva akartizma]
kfz aor 3A:[nil nil nil nil nil nil nil nil nil]
kfz aor 3P:[nil nil nil nil nil nil nil nil nil]
krand aor 5A:[akrandizwa akrandizAtAm akrandizata akrandizWAH akrandizATAm akrandiDvam akrandizi akrandizvahi akrandizmahi]
krand aor 5P:[akrandIt akrandizwAm akrandizuH akrandIH akrandizwam akrandizwa akrandizam akrandizva akrandizma]
kram aor 1P:[nil nil nil nil nil nil nil nil nil]
kram aor 1Q:[nil nil nil nil nil nil nil nil nil]
kram aor 5A:[akramizwa akramizAtAm akramizata akramizWAH akramizATAm akramiDvam akramizi akramizvahi akramizmahi]
kram aor 5P:[akramIt akramizwAm akramizuH akramIH akramizwam akramizwa akramizam akramizva akramizma]
klid aor 3P:[nil nil nil nil nil nil nil nil nil]
Kan aor 5A:[nil nil nil nil nil nil nil nil nil]
Kan aor 5P:[(aKanIt aKAnIt) (aKanizwAm aKAnizwAm) (aKanizuH aKAnizuH) (aKanIH aKAnIH) (aKanizwam aKAnizwam) (aKanizwa aKAnizwa) (aKanizam aKAnizam) (aKanizva aKAnizva) (aKanizma aKAnizma)]
KyA aor 2P:[aKyat aKyatAm aKyan aKyaH aKyatam aKyata aKyam aKyAva aKyAma]
gaR aor 3A:[nil nil nil nil nil nil nil nil nil]
gaR aor 3P:[(ajagaRat ajIgaRat) (ajagaRatAm ajIgaRatAm) (ajagaRan ajIgaRan) (ajagaRaH ajIgaRaH) (ajagaRatam ajIgaRatam) (ajagaRata ajIgaRata) (ajagaRam ajIgaRam) (ajagaRAva ajIgaRAva) (ajagaRAma ajIgaRAma)]
gam aor 1A:[nil nil nil nil nil nil nil nil nil]
gam aor 1P:[nil nil nil nil nil nil nil nil nil]
gam aor 1Q:[nil nil nil nil nil nil nil nil nil]
gam aor 2A:[nil nil nil nil nil nil nil nil nil]
gam aor 2P:[agamat agamatAm agaman agamaH agamatam agamata agamam agamAva agamAma]
gam aor 3A:[nil nil nil nil nil nil nil nil nil]
gam aor 3P:[nil nil nil nil nil nil nil nil nil]
gA aor 1P:[nil nil nil nil nil nil nil nil nil]
gA aor 1Q:[nil nil nil nil nil nil nil nil nil]
gAh aor 3A:[nil nil nil nil nil nil nil nil nil]
gAh aor 3P:[nil nil nil nil nil nil nil nil nil]
gup aor 3P:[nil nil nil nil nil nil nil nil nil]
gup aor 4P:[agOpsIt agOptAm agOpsuH agOpsIH agOptam agOpta agOpsam agOpsva agOpsma]
gup aor 5P:[(agopIt agopAyIt) (agopizwAm agopAyizwAm) (agopizuH agopAyizuH) (agopIH agopAyIH) (agopizwam agopAyizwam) (agopizwa agopAyizwa) (agopizam agopAyizam) (agopizva agopAyizva) (agopizma agopAyizma)]
gfD aor 2A:[nil nil nil nil nil nil nil nil nil]
gfD aor 2P:[agfDat agfDatAm agfDan agfDaH agfDatam agfData agfDam agfDAva agfDAma]
grah aor 3A:[nil nil nil nil nil nil nil nil nil]
grah aor 3P:[nil nil nil nil nil nil nil nil nil]
grah aor 5A:[nil nil nil nil nil nil nil nil nil]
grah aor 5P:[agrahIt agrahIzwAm agrahIzuH agrahIH agrahIzwam agrahIzwa agrahIzam agrahIzva agrahIzma]
car aor 3A:[nil nil nil nil nil nil nil nil nil]
car aor 3P:[nil nil nil nil nil nil nil nil nil]
car aor 5A:[acarizwa acarizAtAm acarizata acarizWAH acarizATAm acariDvam acarizi acarizvahi acarizmahi]
car aor 5P:[acArIt acArizwAm acArizuH acArIH acArizwam acArizwa acArizam acArizva acArizma]
cur aor 3P:[acUcurat acUcuratAm acUcuran acUcuraH acUcuratam acUcurata acUcuram acUcurAva acUcurAma]
cezw aor 3A:[nil nil nil nil nil nil nil nil nil]
cezw aor 3P:[nil nil nil nil nil nil nil nil nil]
cezw aor 5A:[acezwizwa acezwizAtAm acezwizata acezwizWAH acezwizATAm acezwiDvam acezwizi acezwizvahi acezwizmahi]
cezw aor 5P:[acezwIt acezwizwAm acezwizuH acezwIH acezwizwam acezwizwa acezwizam acezwizva acezwizma]
Cid aor 4A:[acCitta acCitsAtAm acCitsata acCitTAH acCitsATAm acCidDvam acCitsi acCitsvahi acCitsmahi]
Cid aor 4P:[acCEtsIt acCEttAm acCEtsuH acCEtsIH acCEttam acCEtta acCEtsam acCEtsva acCEtsma]
jan aor 1A:[nil nil nil nil nil nil nil nil nil]
jan aor 1P:[nil nil nil nil nil nil nil nil nil]
jan aor 1Q:[nil nil nil nil nil nil nil nil nil]
jan aor 3A:[nil nil nil nil nil nil nil nil nil]
jan aor 3P:[nil nil nil nil nil nil nil nil nil]
jan aor 5A:[(ajani ajanizwa) ajanizAtAm ajanizata ajanizWAH ajanizATAm ajaniDvam ajanizi ajanizvahi ajanizmahi]
jalp aor 5A:[ajalpizwa ajalpizAtAm ajalpizata ajalpizWAH ajalpizATAm ajalpiDvam ajalpizi ajalpizvahi ajalpizmahi]
jalp aor 5P:[ajalpIt ajalpizwAm ajalpizuH ajalpIH ajalpizwam ajalpizwa ajalpizam ajalpizva ajalpizma]
jAgf aor 1Q:[nil nil nil nil nil nil nil nil nil]
jAgf aor 5A:[ajAgarizwa ajAgarizAtAm ajAgarizata ajAgarizWAH ajAgarizATAm ajAgariDvam ajAgarizi ajAgarizvahi ajAgarizmahi]
jAgf aor 5P:[ajAgArIt ajAgArizwAm ajAgArizuH ajAgArIH ajAgArizwam ajAgArizwa ajAgArizam ajAgArizva ajAgArizma]
ji aor 3A:[nil nil nil nil nil nil nil nil nil]
ji aor 3P:[nil nil nil nil nil nil nil nil nil]
ji aor 4A:[ajezwa ajezAtAm ajezata ajezWAH ajezATAm ajeQvam ajezi ajezvahi ajezmahi]
ji aor 4P:[ajEzIt ajEzwAm ajEzuH ajEzIH ajEzwam ajEzwa ajEzam ajEzva ajEzma]
jYA aor 1P:[nil nil nil nil nil nil nil nil nil]
jYA aor 1Q:[nil nil nil nil nil nil nil nil nil]
jYA aor 5A:[nil nil nil nil nil nil nil nil nil]
jYA aor 6P:[ajYAsIt ajYAsizwAm ajYAsizuH ajYAsIH ajYAsizwam ajYAsizwa ajYAsizam ajYAsizva ajYAsizma]
tF aor 1Q:[nil nil nil nil nil nil nil nil nil]
tF aor 4A:[atIrzwa atIrzAtAm atIrzata atIrzWAH atIrzATAm atIrQvam atIrzi atIrzvahi atIrzmahi]
tF aor 4P:[nil nil nil nil nil nil nil nil nil]
tF aor 5A:[(atarIzwa atarizwa) (atarIzAtAm atarizAtAm) (atarIzata atarizata) (atarIzWAH atarizWAH) (atarIzATAm atarizATAm) (atarIDvam atariDvam) (atarIzi atarizi) (atarIzvahi atarizvahi) (atarIzmahi atarizmahi)]
tF aor 5P:[atArIt atArizwAm atArizuH atArIH atArizwam atArizwa atArizam atArizva atArizma]
tvar aor 3A:[nil nil nil nil nil nil nil nil nil]
tvar aor 3P:[nil nil nil nil nil nil nil nil nil]
tviz aor 3A:[nil nil nil nil nil nil nil nil nil]
tviz aor 3P:[nil nil nil nil nil nil nil nil nil]
das aor 2A:[nil nil nil nil nil nil nil nil nil]
das aor 2P:[adasat adasatAm adasan adasaH adasatam adasata adasam adasAva adasAma]
dah aor 3A:[nil nil nil nil nil nil nil nil nil]
dah aor 3P:[nil nil nil nil nil nil nil nil nil]
dah aor 4A:[adagDa aDakzAtAm aDakzata adagDAH aDakzATAm aDaQvam aDakzi aDakzvahi aDakzmahi]
dah aor 4P:[aDAkzIt adAgDAm aDAkzuH aDAkzIH adAgDam adAgDa aDAkzam aDAkzva aDAkzma]
dA aor 1P:[adAt adAtAm aduH adAH adAtam adAta adAm adAva adAma]
dA aor 1Q:[nil nil nil nil nil nil nil nil nil]
dA aor 3A:[nil nil nil nil nil nil nil nil nil]
dA aor 3P:[nil nil nil nil nil nil nil nil nil]
dA aor 4A:[adita adizAtAm adizata adiTAH adizATAm adiDvam adizi adizvahi adizmahi]
dA aor 4P:[nil nil nil nil nil nil nil nil nil]
diS aor 3A:[nil nil nil nil nil nil nil nil nil]
diS aor 3P:[nil nil nil nil nil nil nil nil nil]
diS aor 7A:[nil nil nil nil nil nil nil nil nil]
diS aor 7P:[adikzat adikzatAm adikzan adikzaH adikzatam adikzata adikzam adikzAva adikzAma]
dih aor 3A:[nil nil nil nil nil nil nil nil nil]
dih aor 3P:[nil nil nil nil nil nil nil nil nil]
dih aor 7A:[(aDikzata adigDa) aDikzAtAm aDikzanta (aDikzaTAH adigDAH) aDikzATAm (aDikzaDvam aDigDvam) aDikzi (aDikzAvahi adihvahi) aDikzAmahi]
dih aor 7P:[aDikzat aDikzatAm aDikzan aDikzaH aDikzatam aDikzata aDikzam aDikzAva aDikzAma]
dIp aor 3A:[nil nil nil nil nil nil nil nil nil]
dIp aor 3P:[nil nil nil nil nil nil nil nil nil]
duh aor 7A:[(aDukzata adugDa) aDukzAtAm aDukzanta (aDukzaTAH adugDAH) aDukzATAm (aDugDvam aDukzaDvam) aDukzi (aDukzAvahi aduhvahi) aDukzAmahi]
duh aor 7P:[aDukzat aDukzatAm aDukzan aDukzaH aDukzatam aDukzata aDukzam aDukzAva aDukzAma]
dfS aor 1Q:[nil nil nil nil nil nil nil nil nil]
dfS aor 2P:[adarSat adarSatAm adarSan adarSaH adarSatam adarSata adarSam adarSAva adarSAma]
dfS aor 3P:[nil nil nil nil nil nil nil nil nil]
dfS aor 4A:[adfzwa adfkzAtAm adfkzata adfzWAH adfkzATAm adfSDvam adfkzi adfkzvahi adfkzmahi]
dfS aor 4P:[adrAkzIt adrAzwAm adrAkzuH adrAkzIH adrAzwam adrAzwa adrAkzam adrAkzva adrAkzma]
dyut aor 2A:[adyutat adyutatAm adyutan adyutaH adyutatam adyutata adyutam adyutAva adyutAma]
dyut aor 2P:[nil nil nil nil nil nil nil nil nil]
dyut aor 3P:[nil nil nil nil nil nil nil nil nil]
drA aor 4A:[nil nil nil nil nil nil nil nil nil]
drA aor 4P:[nil nil nil nil nil nil nil nil nil]
dru aor 3A:[nil nil nil nil nil nil nil nil nil]
dru aor 3P:[adudruvat adudruvatAm adudruvan adudruvaH adudruvatam adudruvata adudruvam adudruvAva adudruvAma]
DA aor 1P:[aDAt aDAtAm aDuH aDAH aDAtam aDAta aDAm aDAva aDAma]
DA aor 1Q:[nil nil nil nil nil nil nil nil nil]
Df aor 3A:[nil nil nil nil nil nil nil nil nil]
Df aor 3P:[nil nil nil nil nil nil nil nil nil]
DyA aor 4A:[nil nil nil nil nil nil nil nil nil]
DyA aor 4P:[nil nil nil nil nil nil nil nil nil]
DyA aor 5A:[nil nil nil nil nil nil nil nil nil]
DyA aor 6P:[nil nil nil nil nil nil nil nil nil]
Dvf aor 4A:[nil nil nil nil nil nil nil nil nil]
Dvf aor 4P:[aDvArzIt aDvArzwAm aDvArzuH aDvArzIH aDvArzwam aDvArzwa aDvArzam aDvArzva aDvArzma]
nakz aor 4A:[nil nil nil nil nil nil nil nil nil]
nakz aor 4P:[nil nil nil nil nil nil nil nil nil]
nam aor 5A:[nil nil nil nil nil nil nil nil nil]
nam aor 6P:[anaMsIt anaMsizwAm anaMsizuH anaMsIH anaMsizwam anaMsizwa anaMsizam anaMsizva anaMsizma]
nI aor 4A:[anezwa anezAtAm anezata anezWAH anezATAm aneQvam anezi anezvahi anezmahi]
nI aor 4P:[anEzIt anEzwAm anEzuH anEzIH anEzwam anEzwa anEzam anEzva anEzma]
pac aor 1Q:[nil nil nil nil nil nil nil nil nil]
pac aor 3A:[nil nil nil nil nil nil nil nil nil]
pac aor 3P:[nil nil nil nil nil nil nil nil nil]
pac aor 7A:[nil nil nil nil nil nil nil nil nil]
pac aor 7P:[nil nil nil nil nil nil nil nil nil]
paW aor 3A:[nil nil nil nil nil nil nil nil nil]
paW aor 3P:[nil nil nil nil nil nil nil nil nil]
paW aor 5A:[nil nil nil nil nil nil nil nil nil]
paW aor 5P:[(apaWIt apAWIt) (apaWizwAm apAWizwAm) (apaWizuH apAWizuH) (apaWIH apAWIH) (apaWizwam apAWizwam) (apaWizwa apAWizwa) (apaWizam apAWizam) (apaWizva apAWizva) (apaWizma apAWizma)]
pat aor 2P:[apaptat apaptatAm apaptan apaptaH apaptatam apaptata apaptam apaptAva apaptAma]
pA aor 1P:[apAt apAtAm apuH apAH apAtam apAta apAm apAva apAma]
pA aor 1Q:[nil nil nil nil nil nil nil nil nil]
pA aor 5A:[nil nil nil nil nil nil nil nil nil]
pA aor 6P:[apAsIt apAsizwAm apAsizuH apAsIH apAsizwam apAsizwa apAsizam apAsizva apAsizma]
pU aor 5A:[apavizwa apavizAtAm apavizata apavizWAH apavizATAm apaviDvam apavizi apavizvahi apavizmahi]
pU aor 5P:[apAvIt apAvizwAm apAvizuH apAvIH apAvizwam apAvizwa apAvizam apAvizva apAvizma]
pfc aor 5A:[nil nil nil nil nil nil nil nil nil]
pfc aor 5P:[aparcIt aparcizwAm aparcizuH aparcIH aparcizwam aparcizwa aparcizam aparcizva aparcizma]
pF aor 5P:[apArIt apArizwAm apArizuH apArIH apArizwam apArizwa apArizam apArizva apArizma]
praS aor 4A:[nil nil nil nil nil nil nil nil nil]
praS aor 4P:[nil nil nil nil nil nil nil nil nil]
prI aor 1P:[nil nil nil nil nil nil nil nil nil]
prI aor 4A:[aprezwa aprezAtAm aprezata aprezWAH aprezATAm apreQvam aprezi aprezvahi aprezmahi]
prI aor 4P:[aprEzIt aprEzwAm aprEzuH aprEzIH aprEzwam aprEzwa aprEzam aprEzva aprEzma]
bAD aor 5A:[abADizwa abADizAtAm abADizata abADizWAH abADizATAm abADiDvam abADizi abADizvahi abADizmahi]
bAD aor 5P:[abADIt abADizwAm abADizuH abADIH abADizwam abADizwa abADizam abADizva abADizma]
buD aor 1Q:[nil nil nil nil nil nil nil nil nil]
buD aor 4A:[(abudDa aboDi) aButsAtAm aButsata abudDAH aButsATAm aBudvam aButsi aButsvahi aButsmahi]
buD aor 4P:[nil nil nil nil nil nil nil nil nil]
buD aor 5A:[aboDizwa aboDizAtAm aboDizata aboDizWAH aboDizATAm aboDiDvam aboDizi aboDizvahi aboDizmahi]
buD aor 5P:[nil nil nil nil nil nil nil nil nil]
BA aor 4A:[nil nil nil nil nil nil nil nil nil]
BA aor 4P:[nil nil nil nil nil nil nil nil nil]
BI aor 4A:[aBezwa aBezAtAm aBezata aBezWAH aBezATAm aBeQvam aBezi aBezvahi aBezmahi]
BI aor 4P:[aBEzIt aBEzwAm aBEzuH aBEzIH aBEzwam aBEzwa aBEzam aBEzva aBEzma]
BU aor 1P:[aBUt aBUtAm aBUvan aBUH aBUtam aBUta aBUvam aBUva aBUma]
BU aor 1Q:[nil nil nil nil nil nil nil nil nil]
mad aor 5A:[nil nil nil nil nil nil nil nil nil]
mad aor 5P:[(amadIt amAdIt) (amadizwAm amAdizwAm) (amadizuH amAdizuH) (amadIH amAdIH) (amadizwam amAdizwam) (amadizwa amAdizwa) (amadizam amAdizam) (amadizva amAdizva) (amadizma amAdizma)]
mIl aor 3A:[nil nil nil nil nil nil nil nil nil]
mIl aor 3P:[nil nil nil nil nil nil nil nil nil]
muc aor 2A:[nil nil nil nil nil nil nil nil nil]
muc aor 2P:[amucat amucatAm amucan amucaH amucatam amucata amucam amucAva amucAma]
muc aor 3A:[nil nil nil nil nil nil nil nil nil]
muc aor 3P:[nil nil nil nil nil nil nil nil nil]
muc aor 4A:[amukta amukzAtAm amukzata amukTAH amukzATAm amugDvam amukzi amukzvahi amukzmahi]
muc aor 4P:[nil nil nil nil nil nil nil nil nil]
mud aor 5A:[amodizwa amodizAtAm amodizata amodizWAH amodizATAm amodiDvam amodizi amodizvahi amodizmahi]
mud aor 5P:[nil nil nil nil nil nil nil nil nil]
mUrC aor 5A:[nil nil nil nil nil nil nil nil nil]
mUrC aor 5P:[nil nil nil nil nil nil nil nil nil]
mf aor 1A:[nil nil nil nil nil nil nil nil nil]
mf aor 3P:[nil nil nil nil nil nil nil nil nil]
mnA aor 5A:[nil nil nil nil nil nil nil nil nil]
mnA aor 6P:[amnAsIt amnAsizwAm amnAsizuH amnAsIH amnAsizwam amnAsizwa amnAsizam amnAsizva amnAsizma]
mlecC aor 5A:[nil nil nil nil nil nil nil nil nil]
mlecC aor 5P:[nil nil nil nil nil nil nil nil nil]
yaj aor 3A:[nil nil nil nil nil nil nil nil nil]
yaj aor 3P:[nil nil nil nil nil nil nil nil nil]
yaj aor 4A:[ayazwa ayakzAtAm ayakzata ayazWAH ayakzATAm ayagDvam ayakzi ayakzvahi ayakzmahi]
yaj aor 4P:[ayAkzIt ayAzwAm ayAkzuH ayAkzIH ayAzwam ayAzwa ayAkzam ayAkzva ayAkzma]
yA aor 5A:[nil nil nil nil nil nil nil nil nil]
yA aor 6P:[ayAsIt ayAsizwAm ayAsizuH ayAsIH ayAsizwam ayAsizwa ayAsizam ayAsizva ayAsizma]
yAc aor 5A:[ayAcizwa ayAcizAtAm ayAcizata ayAcizWAH ayAcizATAm ayAciDvam ayAcizi ayAcizvahi ayAcizmahi]
yAc aor 5P:[ayAcIt ayAcizwAm ayAcizuH ayAcIH ayAcizwam ayAcizwa ayAcizam ayAcizva ayAcizma]
yuj aor 2A:[nil nil nil nil nil nil nil nil nil]
yuj aor 2P:[ayujat ayujatAm ayujan ayujaH ayujatam ayujata ayujam ayujAva ayujAma]
yuj aor 4A:[ayukta ayukzAtAm ayukzata ayukTAH ayukzATAm ayugDvam ayukzi ayukzvahi ayukzmahi]
yuj aor 4P:[ayOkzIt ayOktAm ayOkzuH ayOkzIH ayOktam ayOkta ayOkzam ayOkzva ayOkzma]
rakz aor 3A:[nil nil nil nil nil nil nil nil nil]
rakz aor 3P:[nil nil nil nil nil nil nil nil nil]
ram aor 4A:[araMsta araMsAtAm araMsata araMsTAH araMsATAm araMDvam araMsi araMsvahi araMsmahi]
ram aor 4P:[nil nil nil nil nil nil nil nil nil]
rAD aor 3P:[nil nil nil nil nil nil nil nil nil]
ric aor 2A:[nil nil nil nil nil nil nil nil nil]
ric aor 2P:[aricat aricatAm arican aricaH aricatam aricata aricam aricAva aricAma]
ric aor 3A:[nil nil nil nil nil nil nil nil nil]
ric aor 3P:[nil nil nil nil nil nil nil nil nil]
ruc aor 2A:[arucat arucatAm arucan arucaH arucatam arucata arucam arucAva arucAma]
ruc aor 2P:[nil nil nil nil nil nil nil nil nil]
ruc aor 5A:[arocizwa arocizAtAm arocizata arocizWAH arocizATAm arociDvam arocizi arocizvahi arocizmahi]
ruc aor 5P:[nil nil nil nil nil nil nil nil nil]
ruD aor 2A:[nil nil nil nil nil nil nil nil nil]
ruD aor 2P:[aruDat aruDatAm aruDan aruDaH aruDatam aruData aruDam aruDAva aruDAma]
laB aor 4A:[alabDa alapsAtAm alapsata alabDAH alapsATAm alaBDvam alapsi alapsvahi alapsmahi]
laB aor 4P:[nil nil nil nil nil nil nil nil nil]
luYc aor 5A:[nil nil nil nil nil nil nil nil nil]
luYc aor 5P:[aloYcIt aloYcizwAm aloYcizuH aloYcIH aloYcizwam aloYcizwa aloYcizam aloYcizva aloYcizma]
lU aor 5A:[alavizwa alavizAtAm alavizata alavizWAH alavizATAm alaviDvam alavizi alavizvahi alavizmahi]
lU aor 5P:[alAvIt alAvizwAm alAvizuH alAvIH alAvizwam alAvizwa alAvizam alAvizva alAvizma]
vac aor 1Q:[nil nil nil nil nil nil nil nil nil]
vac aor 2P:[avocat avocatAm avocan avocaH avocatam avocata avocam avocAva avocAma]
vad aor 5A:[avadizwa avadizAtAm avadizata avadizWAH avadizATAm avadiDvam avadizi avadizvahi avadizmahi]
vad aor 5P:[avAdIt avAdizwAm avAdizuH avAdIH avAdizwam avAdizwa avAdizam avAdizva avAdizma]
vaD aor 5A:[nil nil nil nil nil nil nil nil nil]
vaD aor 5P:[nil nil nil nil nil nil nil nil nil]
vid aor 2A:[avidata avidetAm avidanta avidaTAH avideTAm avidaDvam avide avidAvahi avidAmahi]
vid aor 2P:[avidat avidatAm avidan avidaH avidatam avidata avidam avidAva avidAma]
vid aor 5A:[avedizwa avedizAtAm avedizata avedizWAH avedizATAm avediDvam avedizi avedizvahi avedizmahi]
vid aor 5P:[avedIt avedizwAm avedizuH avedIH avedizwam avedizwa avedizam avedizva avedizma]
viS aor 3A:[nil nil nil nil nil nil nil nil nil]
viS aor 3P:[nil nil nil nil nil nil nil nil nil]
viS aor 7A:[nil nil nil nil nil nil nil nil nil]
viS aor 7P:[avikzat avikzatAm avikzan avikzaH avikzatam avikzata avikzam avikzAva avikzAma]
vf aor 3A:[nil nil nil nil nil nil nil nil nil]
vf aor 3P:[nil nil nil nil nil nil nil nil nil]
vf aor 4A:[avfta avfzAtAm avfzata avfTAH avfzATAm avfQvam avfzi avfzvahi avfzmahi]
vf aor 4P:[nil nil nil nil nil nil nil nil nil]
vf aor 5A:[(avarIzwa avarizwa) (avarIzAtAm avarizAtAm) (avarIzata avarizata) (avarIzWAH avarizWAH) (avarIzATAm avarizATAm) (avarIDvam avariDvam) (avarIzi avarizi) (avarIzvahi avarizvahi) (avarIzmahi avarizmahi)]
vf aor 5P:[avArIt avArizwAm avArizuH avArIH avArizwam avArizwa avArizam avArizva avArizma]
vfj aor 7A:[nil nil nil nil nil nil nil nil nil]
vfj aor 7P:[nil nil nil nil nil nil nil nil nil]
vft aor 2A:[avftat avftatAm avftan avftaH avftatam avftata avftam avftAva avftAma]
vft aor 2P:[nil nil nil nil nil nil nil nil nil]
vft aor 3A:[nil nil nil nil nil nil nil nil nil]
vft aor 3P:[nil nil nil nil nil nil nil nil nil]
vyaD aor 3A:[nil nil nil nil nil nil nil nil nil]
vyaD aor 3P:[nil nil nil nil nil nil nil nil nil]
vyaD aor 4A:[nil nil nil nil nil nil nil nil nil]
vyaD aor 4P:[avyAtsIt avyAdDAm avyAtsuH avyAtsIH avyAdDam avyAdDa avyAtsam avyAtsva avyAtsma]
vyA aor 2A:[nil nil nil nil nil nil nil nil nil]
vyA aor 2P:[nil nil nil nil nil nil nil nil nil]
vraj aor 5A:[nil nil nil nil nil nil nil nil nil]
vraj aor 5P:[nil nil nil nil nil nil nil nil nil]
vraSc aor 3P:[nil nil nil nil nil nil nil nil nil]
vraSc aor 4P:[avrAkzIt avrAzwAm avrAkzuH avrAkzIH avrAzwam avrAzwa avrAkzam avrAkzva avrAkzma]
vraSc aor 5P:[avraScIt avraScizwAm avraScizuH avraScIH avraScizwam avraScizwa avraScizam avraScizva avraScizma]
SA aor 1P:[nil nil nil nil nil nil nil nil nil]
SA aor 1Q:[nil nil nil nil nil nil nil nil nil]
SA aor 5A:[nil nil nil nil nil nil nil nil nil]
SA aor 6P:[nil nil nil nil nil nil nil nil nil]
Suc aor 2A:[nil nil nil nil nil nil nil nil nil]
Suc aor 2P:[aSucat aSucatAm aSucan aSucaH aSucatam aSucata aSucam aSucAva aSucAma]
SuD aor 2A:[nil nil nil nil nil nil nil nil nil]
SuD aor 2P:[aSuDat aSuDatAm aSuDan aSuDaH aSuDatam aSuData aSuDam aSuDAva aSuDAma]
SU aor 2P:[nil nil nil nil nil nil nil nil nil]
SU aor 5P:[nil nil nil nil nil nil nil nil nil]
SF aor 5A:[nil nil nil nil nil nil nil nil nil]
SF aor 5P:[aSArIt aSArizwAm aSArizuH aSArIH aSArizwam aSArizwa aSArizam aSArizva aSArizma]
Scut aor 2P:[aScutat aScutatAm aScutan aScutaH aScutatam aScutata aScutam aScutAva aScutAma]
Scut aor 5P:[aScotIt aScotizwAm aScotizuH aScotIH aScotizwam aScotizwa aScotizam aScotizva aScotizma]
Sri aor 3A:[aSiSriyata aSiSriyetAm aSiSriyanta aSiSriyaTAH aSiSriyeTAm aSiSriyaDvam aSiSriye aSiSriyAvahi aSiSriyAmahi]
